indicador;infra;mes;origem;cp;regional;uf;municipio;psr;num_documento;dat_abertura;dat_fechamento;prazo_horas;status;cep;logradouro;nu_fachada;tipo_ordem;tecnico;gpon;cdo;celula;estacao;cod_encerramento;gra;cd_subscriber_hc;in_flag_indicador
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;SP;CAMPINAS;ABILITY;08309732;2026-02-02 18:36:34 UTC;2026-02-03 11:43:53 UTC;17;COMPLETED;13060712;RUA JOSE CARLOS FERNANDES;147;FIBRA_INSTALACAO_ORDEM;TR779499;A0002CBX9;CDOE-13511;135;CAS1;00;SPO;800U600000PBMWSIAQ;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;SP;CAMPINAS;ABILITY;08413648;2026-02-10 16:05:53 UTC;2026-02-11 09:36:26 UTC;17;COMPLETED;13061371;RUA ALBATROZ;65;FIBRA_INSTALACAO_ORDEM;TR800192;A0002DAVE;CDOI-20257;202;CAS1;00;SPO;800U600000R17U0IAI;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;SP;CAMPINAS;ABILITY;08397622;2026-02-09 15:10:54 UTC;2026-02-10 15:08:58 UTC;23;COMPLETED;13081705;RUA DOS GUAICURUS;206;FIBRA_INSTALACAO_ORDEM;TR779499;A0002D4SQ;CDOE-4503;45;CJD;00;;800U600000QLGDAIA2;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;SP;CAMPINAS;ABILITY;08318520;2026-02-03 12:38:19 UTC;2026-02-06 14:52:05 UTC;74;COMPLETED;13091530;RUA PROFESSOR RENE DE OLIVEIRA BARRETO;252;FIBRA_INSTALACAO_ORDEM;TR598739;A0002CEG5;CDOE-12704;127;CJD;00;;800U600000PLC1OIAQ;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;SP;JUNDIAI;ABILITY;08309964;2026-02-02 18:47:46 UTC;2026-02-03 14:25:43 UTC;19;COMPLETED;13202790;RUA PADRE MANOEL DA NOBREGA;79;FIBRA_INSTALACAO_ORDEM;TR812568;A0002CBZI;CDOE-7806;78;JAI;00;;800U600000PBPEBIAQ;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;SP;JUNDIAI;ABILITY;08292252;2026-02-01 16:24:54 UTC;2026-02-02 11:16:44 UTC;18;COMPLETED;13203700;RUA FILOMENA RICCI;437;FIBRA_INSTALACAO_ORDEM;TR812568;A0002C4UQ;CDOE-3319;33;JAI;00;;800U600000PO5KRIAS;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;SP;JUNDIAI;ABILITY;08332791;2026-02-04 15:29:45 UTC;2026-02-05 13:33:47 UTC;22;COMPLETED;13212312;RUA MARIA HERMINIA ORDINE PRADO;100;FIBRA_INSTALACAO_ORDEM;TR598739;A0002CKFU;CDOI-4617;46;JUI;00;;800U600000Q1GCMIAE;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;SP;JUNDIAI;ABILITY;08317074;2026-02-03 11:15:07 UTC;2026-02-04 17:50:52 UTC;30;COMPLETED;13212591;RUA OITO;988;FIBRA_INSTALACAO_ORDEM;TR812568;A0002CDUJ;CDOE-2910;29;JUI;00;;800U600000PKF1LIAQ;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;SP;JUNDIAI;ABILITY;08380689;2026-02-07 18:41:50 UTC;2026-02-10 17:46:26 UTC;71;COMPLETED;13213113;RUA BRUNO TORRESAN;48;FIBRA_INSTALACAO_ORDEM;TR598739;A0002D07W;CDOE-3811;38;JUI;00;;800U600000QCQZIIAE;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;SP;SOROCABA;ABILITY;08273169;2026-01-29 22:43:38 UTC;2026-02-02 17:35:46 UTC;90;COMPLETED;18020140;RUA SANTA ISABEL;53;FIBRA_INSTALACAO_ORDEM;TR788075;A0002BYHR;CDOE-6123;61;SOC1;00;SPO;800U600000P5NIBIA2;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;SP;SOROCABA;ABILITY;08331456;2026-02-04 12:51:06 UTC;2026-02-06 14:50:34 UTC;49;COMPLETED;18020210;RUA NEWTON PRADO;460;FIBRA_INSTALACAO_ORDEM;TR747135;A0002CJK2;CDOE-46101;461;SOC1;00;SPO;800U600000Q06IMIAA;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;SP;SOROCABA;ABILITY;08302394;2026-02-02 12:44:35 UTC;2026-02-03 13:44:54 UTC;25;COMPLETED;18025280;RUA CHILE;1322;FIBRA_INSTALACAO_ORDEM;TR787163;A0002C94E;CDOE-10617;106;SOC1;00;SPO;800U600000PXDTBIAK;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;SP;SOROCABA;ABILITY;08400789;2026-02-09 18:03:18 UTC;2026-02-10 16:39:36 UTC;22;COMPLETED;18055440;ALAMEDA FRANCISCO MADIA;420;FIBRA_INSTALACAO_ORDEM;TR747135;A0002D6A9;CDOE-39008;390;SOC1;00;SPO;800U600000QMO2OIAU;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;SP;SOROCABA;ABILITY;08421394;2026-02-11 11:23:10 UTC;2026-02-13 17:20:27 UTC;53;COMPLETED;18056600;RUA JACINTA SANCHES GUTIERREZ;68;FIBRA_INSTALACAO_ORDEM;TR788075;A0002DE3U;CDOE-41004;410;SOC1;00;SPO;800U600000RB63EIAC;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;SP;SOROCABA;ABILITY;08411161;2026-02-10 13:31:24 UTC;2026-02-11 13:03:58 UTC;23;COMPLETED;18060630;AVENIDA NOVE DE JULHO;2090;FIBRA_INSTALACAO_ORDEM;TR781186;A0002D9O6;CDOE-52503;525;SOC1;00;SPO;800U600000QZH30IAE;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;SP;SOROCABA;ABILITY;08335554;2026-02-04 17:20:10 UTC;2026-02-12 11:21:31 UTC;186;COMPLETED;18061000;RUA HUMBERTO DE CAMPOS;1239;FIBRA_INSTALACAO_ORDEM;TR747135;A0002CLRG;CDOE-31903;319;SOC1;00;SPO;800U600000Q2FPLIAY;NAO
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;SP;SOROCABA;ABILITY;08293830;2026-02-01 16:00:44 UTC;2026-02-02 10:35:10 UTC;18;COMPLETED;18061090;RUA THEREZA MORALES HERNANDES GARCIA;232;FIBRA_INSTALACAO_ORDEM;TR747135;A0002C4O4;CDOE-31308;313;SOC1;00;SPO;800U600000PQRX3IAG;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;SP;SOROCABA;ABILITY;08303053;2026-02-02 13:19:04 UTC;2026-02-03 14:44:10 UTC;25;COMPLETED;18061180;RUA DOUTOR PEDRO MESQUITA;249;FIBRA_INSTALACAO_ORDEM;TR788075;A0002C9DP;CDOE-31010;310;SOC1;00;SPO;800U600000PXANDIAK;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;SP;SOROCABA;ABILITY;08291180;2026-01-31 16:08:58 UTC;2026-02-02 11:40:06 UTC;43;COMPLETED;18061197;RUA ANTONIO DOS SANTOS;21;FIBRA_INSTALACAO_ORDEM;TR747135;A0002C3RL;CDOE-31107;311;SOC1;00;SPO;800U600000PNRZKIA0;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;SP;SOROCABA;ABILITY;08350292;2026-02-05 15:54:45 UTC;2026-02-09 13:00:25 UTC;93;COMPLETED;18061240;AVENIDA PERCITO DE SOUZA QUEIROZ;372;FIBRA_INSTALACAO_ORDEM;TR747135;A0002CQVI;CDOE-30816;308;SOC1;00;SPO;800U600000QFYESIAO;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;SP;SOROCABA;ABILITY;08404216;2026-02-09 22:00:47 UTC;2026-02-10 15:20:10 UTC;17;COMPLETED;18070170;RUA CAMILO SANTIAGO;134;FIBRA_INSTALACAO_ORDEM;TR747135;A0002D7C6;CDOE-26112;261;SOC1;00;SPO;800U600000QRBROIAI;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;SP;SOROCABA;ABILITY;08335281;2026-02-04 17:05:31 UTC;2026-02-05 10:21:32 UTC;17;COMPLETED;18070710;RUA FRANCISCO BUENO DE CAMARGO;170;FIBRA_INSTALACAO_ORDEM;TR747135;A0002CLMQ;CDOE-26608;266;SOC1;00;SPO;800U600000Q1XL1IAA;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;SP;SOROCABA;ABILITY;08337312;2026-02-04 19:00:13 UTC;2026-02-05 09:35:13 UTC;14;COMPLETED;18070710;RUA FRANCISCO BUENO DE CAMARGO;1383;FIBRA_INSTALACAO_ORDEM;TR788075;A0002CMOB;CDOE-24901;249;SOC1;00;SPO;800U600000Q3SACIAA;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;SP;SOROCABA;ABILITY;08414270;2026-02-10 16:36:11 UTC;2026-02-11 09:52:49 UTC;17;COMPLETED;18074290;RUA PASCHOAL LACAVA;20;FIBRA_INSTALACAO_ORDEM;TR781186;A0002DB4Q;CDOE-23608;236;SOC1;00;SPO;800U600000R1WKJIA2;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;SP;SOROCABA;ABILITY;08321624;2026-02-03 14:48:56 UTC;2026-02-05 19:24:09 UTC;52;COMPLETED;18074340;RUA MARIA ARRUDA DE MOURA BARROS;272;FIBRA_INSTALACAO_ORDEM;TR788075;A0002CFFP;CDOE-23615;236;SOC1;00;SPO;800U600000PMJFIIAY;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;SP;SOROCABA;ABILITY;08299876;2026-02-02 10:21:10 UTC;2026-02-03 09:57:18 UTC;23;COMPLETED;18075540;RUA ANTONIO FAUSTO;926;FIBRA_INSTALACAO_ORDEM;TR810545;A0002C7WJ;CDOE-13702;137;SOC1;00;SPO;800U600000PWJ5RIAW;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;SP;SOROCABA;ABILITY;08419290;2026-02-11 07:27:24 UTC;2026-02-12 09:34:02 UTC;26;COMPLETED;18076040;RUA PATROCINIO VIEIRA PINTO;347;FIBRA_INSTALACAO_ORDEM;TR810545;A0002DD1W;CDOE-2512;25;SOC1;00;SPO;800U600000R9EJBIAE;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;SP;SOROCABA;ABILITY;08376160;2026-02-07 12:49:34 UTC;2026-02-13 15:00:11 UTC;146;COMPLETED;18076565;RUA HENRIQUE FIORE;516;FIBRA_INSTALACAO_ORDEM;TR810545;A0002CZ2U;CDOE-49211;492;SOC1;00;SPO;800U600000QBBJYIA2;NAO
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;SP;SOROCABA;ABILITY;08402260;2026-02-09 19:30:30 UTC;2026-02-10 18:32:08 UTC;23;COMPLETED;18077100;RUA RUDNEI SCHONFELDER;24;FIBRA_INSTALACAO_ORDEM;TR788075;A0002D6TQ;CDOE-3404;34;SOC1;00;SPO;800U600000QPQRVIAQ;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;SP;SOROCABA;ABILITY;08435367;2026-02-12 12:40:56 UTC;2026-02-12 20:05:35 UTC;7;COMPLETED;18077370;RUA MICHEL CHICRI MALUF;585;FIBRA_INSTALACAO_ORDEM;TR810545;A0002DJXA;CDOE-14504;145;SOC1;00;SPO;800U600000RQSAPIA4;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;SP;SOROCABA;ABILITY;08357638;2026-02-06 07:11:19 UTC;2026-02-07 16:10:47 UTC;32;COMPLETED;18077383;RUA MENALDO C DA SILVA RODRIGUES;570;FIBRA_INSTALACAO_ORDEM;TR788075;A0002CT0X;CDOE-3516;35;SOC1;00;SPO;800U600000QLUDGIA4;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;SP;SOROCABA;ABILITY;08351113;2026-02-05 16:36:05 UTC;2026-02-06 12:01:36 UTC;19;COMPLETED;18077535;RUA ORDALIA ALBINO ROSEIRO;785;FIBRA_INSTALACAO_ORDEM;TR781186;A0002CR7Y;CDOE-14912;149;SOC1;00;SPO;800U600000QFNYOIAC;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;SP;SOROCABA;ABILITY;08343414;2026-02-05 10:02:05 UTC;2026-02-06 12:33:19 UTC;26;COMPLETED;18080690;RUA JULIO RIBEIRO;420;FIBRA_INSTALACAO_ORDEM;TR788075;A0002CO6F;CDOE-43510;435;SOC1;00;SPO;800U600000QC9G5IAK;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;SP;SOROCABA;ABILITY;08417100;2026-02-10 20:15:05 UTC;2026-02-11 16:48:02 UTC;20;COMPLETED;18087095;RUA JOSE RUSCONI FRANCISCO;150;FIBRA_INSTALACAO_ORDEM;TR810545;A0002DCL5;CDOI-48420;484;SOC1;00;SPO;800U600000R4IEAIAU;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;SP;SOROCABA;ABILITY;08320712;2026-02-03 14:29:19 UTC;2026-02-04 14:24:06 UTC;23;COMPLETED;18087149;AVENIDA FERNANDO STECCA;1295;FIBRA_INSTALACAO_ORDEM;TR747135;A0002CF9K;CDOE-44512;445;SOC1;00;SPO;800U600000PMNOBIAU;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;SP;SOROCABA;ABILITY;08421669;2026-02-11 12:00:35 UTC;2026-02-12 13:07:24 UTC;25;COMPLETED;18087635;RUA FRANCISCO ALVES DE FARIA;26;FIBRA_INSTALACAO_ORDEM;TR810545;A0002DEEK;CDOE-4414;44;EDE;00;;800U600000RC9DIIAC;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;SP;SOROCABA;ABILITY;08399283;2026-02-09 16:36:19 UTC;2026-02-10 10:46:22 UTC;18;COMPLETED;18090350;RUA LEOPOLDO VIEIRA;156;FIBRA_INSTALACAO_ORDEM;TR788075;A0002D5K0;CDOE-42612;426;SOC1;00;SPO;800U600000QLOKHIAU;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;SP;SOROCABA;ABILITY;08288949;2026-02-01 17:20:28 UTC;2026-02-02 16:03:35 UTC;22;COMPLETED;18103035;RUA SALVADOR PEREIRA DE CAMARGO;170;FIBRA_INSTALACAO_ORDEM;TR747135;A0002C58B;CDOE-2208;22;EDE;00;;800U600000PMUBVIAG;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;SP;SOROCABA;ABILITY;08299779;2026-02-02 10:14:19 UTC;2026-02-02 18:03:57 UTC;7;COMPLETED;18103050;RUA SALVADOR LEITE MARQUES;918;FIBRA_INSTALACAO_ORDEM;TR747135;A0002C7UM;CDOE-201;2;EDE;00;;800U600000PUIXEIAC;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;SP;SOROCABA;ABILITY;08439439;2026-02-12 17:02:13 UTC;2026-02-13 10:44:49 UTC;17;COMPLETED;18103671;RUA MOACYR BOLINA;212;FIBRA_INSTALACAO_ORDEM;TR810545;A0002DLXO;CDOE-902;9;EDE;00;;800U600000RTIZHIAW;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;SP;VOTORANTIM;ABILITY;08295062;2026-02-01 14:28:10 UTC;2026-02-03 17:24:17 UTC;50;COMPLETED;18110520;RUA ROGERIO PECORA;14;FIBRA_INSTALACAO_ORDEM;TR787163;A0002C4EB;CDOE-19101;191;SOC1;00;;800U600000PQL4EIAC;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;08352241;2026-02-05 17:46:38 UTC;2026-02-06 11:12:30 UTC;17;COMPLETED;21520440;RUA SARGENTO BENEVIDES MONTE;80;FIBRA_INSTALACAO_ORDEM;TR819546;A0002CRR6;CDOE-7232;72;SMI;00;;800U600000QF1MAIA0;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;08320696;2026-02-03 14:28:21 UTC;2026-02-04 12:34:53 UTC;22;COMPLETED;21520460;RUA SARGENTO ANTONIO ERNESTO;63;FIBRA_INSTALACAO_ORDEM;TR607693;A0002CF9C;CDOE-7524;75;SMI;00;;800U600000PMQSLIAM;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;08327934;2026-02-03 22:03:26 UTC;2026-02-05 16:01:13 UTC;41;COMPLETED;21520470;RUA FREI VICENTE;73;FIBRA_INSTALACAO_ORDEM;TR819474;A0002CI5P;CDOE-7413;74;SMI;00;;800U600000PTEMRIAM;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;08367624;2026-02-06 17:45:34 UTC;2026-02-10 14:18:50 UTC;92;COMPLETED;21520470;RUA FREI VICENTE;SN;FIBRA_INSTALACAO_ORDEM;TR801058;A0002CWTE;CDOE-7419;74;SMI;00;;800U600000QSBXLIA4;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;08434028;2026-02-12 11:32:56 UTC;2026-02-13 09:36:59 UTC;22;COMPLETED;21520490;RUA PASCHOAL JOSÉ GRANADO;21;FIBRA_INSTALACAO_ORDEM;TR607693;A0002DJEP;"";"";SMI;00;;800U600000RQGSHIAW;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;08372707;2026-02-07 07:52:43 UTC;2026-02-07 14:02:56 UTC;6;COMPLETED;21521270;ALAMEDA PICA PAUS;57;FIBRA_INSTALACAO_ORDEM;TR607693;A0002CXZ6;CDOE-10122;101;SMI;00;;800U600000QXKKOIAK;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;08412627;2026-02-10 14:34:12 UTC;2026-02-11 09:58:21 UTC;19;COMPLETED;21525690;RUA NETUNO;78;FIBRA_INSTALACAO_ORDEM;TR792167;A0002DA5Q;CDOE-928;9;SMI;00;;800U600000QZPIWIAA;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;08343025;2026-02-05 09:30:10 UTC;2026-02-06 16:55:32 UTC;31;COMPLETED;21535140;AVENIDA ILDEFONSO FALCAO;947;FIBRA_INSTALACAO_ORDEM;TR607693;A0002CTH1;CDOE-10728;107;SMI;00;;800U600000QBTHZIAS;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;08313807;2026-02-03 01:42:46 UTC;2026-02-03 10:00:07 UTC;8;COMPLETED;21535140;AVENIDA ILDEFONSO FALCAO;770;FIBRA_INSTALACAO_ORDEM;TR607693;A0002CCV2;CDOE-10532;105;SMI;00;;800U600000PERJKIAI;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;08436634;2026-02-12 13:57:24 UTC;2026-02-12 17:49:22 UTC;3;COMPLETED;21535310;RUA SERRA LEOA;162;FIBRA_INSTALACAO_ORDEM;TR732529;A0002DKG8;CDOE-10609;106;SMI;00;;800U600000RQ8N7IAK;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;08333517;2026-02-04 16:11:33 UTC;2026-02-05 13:23:32 UTC;21;COMPLETED;21535310;RUA SERRA LEOA;173;FIBRA_INSTALACAO_ORDEM;TR522889;A0002CKU9;CDOE-10732;107;SMI;00;;800U600000Q1BFTIAI;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;08426370;2026-02-11 17:53:29 UTC;2026-02-12 12:54:38 UTC;19;COMPLETED;21535310;RUA SERRA LEOA;152;FIBRA_INSTALACAO_ORDEM;TR273342;A0002DH2Q;CDOE-10732;107;SMI;00;;800U600000RGKSWIA4;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;08440317;2026-02-13 09:30:40 UTC;2026-02-13 18:15:10 UTC;8;COMPLETED;21535310;RUA SERRA LEOA;162;FIBRA_INSTALACAO_ORDEM;TR273342;A0002DNUB;"";"";SMI;00;;800U600000RAJIBIAM;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;08373155;2026-02-07 08:58:25 UTC;2026-02-07 14:59:39 UTC;6;COMPLETED;21535320;RUA ALFONSO ORTIZ TIRADO;555;FIBRA_INSTALACAO_ORDEM;TR607693;A0002CY1W;CDOE-10613;106;SMI;00;;800U600000QXN9UIAG;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;08354435;2026-02-05 19:35:26 UTC;2026-02-06 17:25:08 UTC;21;COMPLETED;21535360;RUA MADAGASCAR;534;FIBRA_INSTALACAO_ORDEM;TR819476;A0002CSEI;CDOE-10622;106;SMI;00;;800U600000QI1ANIAC;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;08441854;2026-02-12 19:50:24 UTC;2026-02-13 12:14:16 UTC;16;COMPLETED;21616210;TRAVESSA DONA MARIA CARNEIRO;40;FIBRA_INSTALACAO_ORDEM;TR318379;A0002DMZE;CDOE-22115;221;NLP;00;;800U600000RSONXIAO;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;08334796;2026-02-04 16:46:15 UTC;2026-02-05 10:52:57 UTC;18;COMPLETED;21616230;TRAVESSA FRANCISCO FLAVIO;15;FIBRA_INSTALACAO_ORDEM;TR277561;A0002CLDM;CDOE-22128;221;NLP;00;;800U600000Q1UMHIAU;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;08397802;2026-02-09 15:14:10 UTC;2026-02-10 12:00:43 UTC;20;COMPLETED;21616230;TRAVESSA FRANCISCO FLAVIO;30;FIBRA_INSTALACAO_ORDEM;TR685429;A0002D4U3;CDOE-22130;221;NLP;00;;800U600000QJRFUIAY;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;08306699;2026-02-02 16:29:22 UTC;2026-02-03 15:51:46 UTC;23;COMPLETED;21616370;TRAVESSA MESTRE CLAUDINO EUZEBIA;10;FIBRA_INSTALACAO_ORDEM;TR817745;A0002CAX0;CDOE-21921;219;NLP;00;;800U600000PZLH2IAG;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;08426150;2026-02-11 17:37:46 UTC;2026-02-12 15:09:56 UTC;21;COMPLETED;21620020;RUA ACARAPE;40;FIBRA_INSTALACAO_ORDEM;TR321856;A0002DGYI;CDOE-16405;164;NLP;00;;800U600000RFLLBIA0;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;08309866;2026-02-02 18:44:15 UTC;2026-02-05 19:02:37 UTC;72;COMPLETED;21620040;RUA ALGODAO;816;FIBRA_INSTALACAO_ORDEM;TR321856;A0002CBYQ;CDOE-16611;166;NLP;00;;800U600000PCTUNIAY;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;08337643;2026-02-04 19:18:59 UTC;2026-02-06 11:40:37 UTC;40;COMPLETED;21620040;RUA ALGODAO;1124;FIBRA_INSTALACAO_ORDEM;TR318379;A0002CMSS;CDOE-15411;154;NLP;00;;800U600000Q3HY1IAM;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;08307681;2026-02-02 17:07:32 UTC;2026-02-03 12:53:51 UTC;19;COMPLETED;21620050;RUA ARACA;1191;FIBRA_INSTALACAO_ORDEM;TR748034;A0002CB8W;CDOE-15426;154;NLP;00;;800U600000PATRPIAA;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;08399201;2026-02-09 16:31:51 UTC;2026-02-13 11:43:58 UTC;91;COMPLETED;21620050;RUA ARACA;974;FIBRA_INSTALACAO_ORDEM;TR818827;A0002D5I9;CDOE-16615;166;NLP;00;;800U600000QM6RUIAI;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;08421629;2026-02-11 11:38:40 UTC;2026-02-11 15:17:14 UTC;3;COMPLETED;21620050;RUA ARACA;807;FIBRA_INSTALACAO_ORDEM;TR792167;A0002DE8D;CDOE-16528;165;NLP;00;;800U600000RBHOIIAG;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;08322525;2026-02-03 15:35:16 UTC;2026-02-05 14:55:37 UTC;47;COMPLETED;21620050;RUA ARACA;880;FIBRA_INSTALACAO_ORDEM;TR277561;A0002CILM;CDOE-16528;165;NLP;00;;800U600000PMYMZIAE;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;08366676;2026-02-06 16:53:14 UTC;2026-02-07 14:54:39 UTC;22;COMPLETED;21620110;RUA BARUERI;300;FIBRA_INSTALACAO_ORDEM;TR818747;A0002CWG7;CDOE-16609;166;NLP;00;;800U600000QRVVIIAK;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;08438137;2026-02-12 15:36:49 UTC;2026-02-13 10:01:22 UTC;18;COMPLETED;21620120;RUA BETONICA;201;FIBRA_INSTALACAO_ORDEM;TR277561;A0002DL8X;CDOE-16214;162;NLP;00;;800U600000RR0SBIAS;SIM
